license,begin_time,end_time,load_hotspot,drop_hotspot,od_distance,traveled_from_charged,to_charge,cs_index,cs_name
0,2014-07-01 00:00:00.000000,2014-07-01 00:06:17.142857,51,63,1.2005054323329538,1.2005054323329538,0,,
0,2014-07-01 00:45:37.142857,2014-07-01 00:49:10.142857,41,46,2.4837963854796685,14.833300511834285,0,,
0,2014-07-01 01:48:25.942857,2014-07-01 02:03:04.942857,2,73,6.701097356443893,28.513715665783632,0,,
0,2014-07-01 02:49:21.942857,2014-07-01 02:57:38.276190,6,6,4.584267438190373,48.340718627454024,0,,
0,2014-07-01 03:11:34.619047,2014-07-01 03:19:10.119047,4,48,5.424930475519153,54.75841936403494,0,,
0,2014-07-01 03:38:07.869047,2014-07-01 03:50:25.369047,1,1,8.294376571301763,67.01530304853361,0,,
0,2014-07-01 04:01:35.035714,2014-07-01 04:17:44.035714,6,92,17.318515838138488,85.57748876620701,0,,
0,2014-07-01 05:48:45.780473,2014-07-01 06:00:41.780473,39,97,5.5417476131780585,91.11923637938507,0,,
0,2014-07-01 06:49:21.780473,2014-07-01 06:56:23.780473,45,60,1.5377253475492811,116.7110887604319,0,,
0,2014-07-01 07:07:34.280473,2014-07-01 07:13:30.780473,39,30,1.682091759145821,121.95317105364639,0,,
0,2014-07-01 07:52:04.780473,2014-07-01 08:12:03.780473,161,93,7.630710341522874,148.89401978869435,0,,
0,2014-07-01 08:33:06.780473,2014-07-01 08:42:39.780473,138,60,3.6373851302405016,155.64629432028215,0,,
0,2014-07-01 09:15:52.113806,2014-07-01 09:21:52.113806,39,58,1.779447136622378,160.98573199097316,0,,
0,2014-07-01 10:05:11.113806,2014-07-01 10:11:18.113806,258,110,3.4773880066012084,175.31590280454026,0,,
0,2014-07-01 10:27:56.113806,2014-07-01 10:40:14.113806,93,159,6.664261111690252,185.31356066910183,1,2,N04
0,2014-07-01 13:35:09.113806,2014-07-01 14:07:58.113806,44,6,37.90099947263348,58.551814864701356,0,,
0,2014-07-01 14:35:10.380473,2014-07-01 14:45:57.380473,4,9,5.662153517306386,65.20673864306951,0,,
0,2014-07-01 14:59:34.570949,2014-07-01 15:03:56.070949,11,44,2.5751798761372435,68.84371661881327,0,,
0,2014-07-01 16:23:18.070949,2014-07-01 16:36:36.070949,135,70,5.1340561937454074,97.56320153068594,0,,
0,2014-07-01 17:03:19.070949,2014-07-01 17:11:04.070949,87,126,4.938253203632497,110.46714817825837,0,,
0,2014-07-01 17:20:26.070949,2014-07-01 17:48:44.070949,133,48,11.224450003836617,123.90005963492344,0,,
0,2014-07-01 19:45:49.070949,2014-07-01 20:05:28.070949,123,6,12.1753079919529,158.33111151361211,0,,
0,2014-07-01 20:27:32.070949,2014-07-01 20:37:55.070949,48,16,2.46415641112292,164.53124099419608,0,,
0,2014-07-01 20:54:56.570949,2014-07-01 21:17:39.570949,10,90,13.32347570314109,182.5148469217078,1,4,D10
0,2014-07-01 23:24:04.570949,2014-07-01 23:41:34.070949,57,10,13.610234912592508,16.557419445263676,0,,
0,2014-07-01 23:56:40.320949,2014-07-02 00:14:10.320949,1,5,9.991459986080017,28.339247088712465,0,,
0,2014-07-02 00:28:04.868568,2014-07-02 00:38:49.868568,2,13,3.2803778171163755,32.451368881229286,0,,
0,2014-07-02 00:53:54.654282,2014-07-02 01:01:52.154282,5,39,3.8607364489341705,37.660001118315144,0,,
0,2014-07-02 01:21:36.779282,2014-07-02 01:40:51.779282,17,115,12.35886858097655,52.13263363597658,0,,
0,2014-07-02 02:21:51.779282,2014-07-02 02:35:43.779282,110,37,3.035973059090653,64.02471410956929,0,,
0,2014-07-02 02:48:18.779282,2014-07-02 02:54:24.279282,8,3,2.313946598220214,73.32512886133824,0,,
0,2014-07-02 03:16:13.279282,2014-07-02 03:28:30.279282,19,30,15.009541319410449,97.01904372752666,0,,
0,2014-07-02 03:53:49.279282,2014-07-02 03:59:46.279282,38,31,1.8962176779867692,100.078699297224,0,,
0,2014-07-02 04:18:23.279282,2014-07-02 04:30:27.279282,25,125,4.98796676496785,107.38246449827828,0,,
0,2014-07-02 04:55:03.279282,2014-07-02 05:11:53.279282,99,218,11.353214026020856,119.64889628660994,0,,
0,2014-07-02 05:19:19.279282,2014-07-02 05:46:40.279282,100,7,31.31830786812635,152.5304922481749,0,,
0,2014-07-02 05:55:08.779282,2014-07-02 06:00:16.779282,12,35,2.5874949365762654,155.82246348530958,0,,
0,2014-07-02 07:12:05.584677,2014-07-02 07:24:22.584677,148,116,9.073432504367398,164.89589598967697,0,,
0,2014-07-02 08:29:48.584677,2014-07-02 09:10:46.584677,202,29,37.87830657680863,228.2438693462101,1,0,A01
0,2014-07-02 11:33:16.584677,2014-07-02 12:00:08.584677,238,97,20.345117344842567,25.464708399971645,0,,
0,2014-07-02 12:48:46.584677,2014-07-02 12:58:59.584677,122,31,2.450909987365184,34.798376249450314,0,,
0,2014-07-02 13:29:43.584677,2014-07-02 13:49:33.584677,72,3,13.342950629865234,56.44678852199787,0,,
0,2014-07-02 14:08:57.584677,2014-07-02 14:17:37.084677,8,18,2.136406048794054,60.44438275747203,0,,
0,2014-07-02 14:32:42.084677,2014-07-02 14:41:53.084677,28,16,2.665892625719949,64.48249732696183,0,,
0,2014-07-02 14:54:33.195788,2014-07-02 15:09:17.195788,28,17,3.3814127045280578,68.60646559826279,0,,
0,2014-07-02 15:26:10.981502,2014-07-02 15:35:52.481502,23,17,1.6142247787561756,70.91139942398281,0,,
0,2014-07-02 15:52:40.404579,2014-07-02 16:06:09.404579,17,8,5.362819818714558,77.38140626423439,0,,
0,2014-07-02 16:20:35.737912,2014-07-02 16:31:29.737912,61,43,4.60426277366869,83.74069623678633,0,,
0,2014-07-02 16:46:14.237912,2014-07-02 17:01:16.904579,46,48,3.5174874228328394,88.09871692336012,0,,
0,2014-07-02 18:11:21.404579,2014-07-02 18:43:51.404579,27,13,9.039507995009334,98.80417933741846,0,,
0,2014-07-02 18:55:32.654579,2014-07-02 19:02:24.654579,5,21,3.2306400262601,103.38271515183025,0,,
0,2014-07-02 19:25:05.654579,2014-07-02 19:44:18.654579,17,85,9.75885141103967,114.0377807784659,0,,
0,2014-07-02 20:13:48.654579,2014-07-02 20:23:21.654579,147,108,1.4586566618256551,136.3007283713929,0,,
0,2014-07-02 20:56:39.654579,2014-07-02 21:19:57.654579,64,8,14.856311764956734,155.07923514060656,0,,
0,2014-07-02 21:37:24.193041,2014-07-02 21:45:06.193041,8,22,1.8881188164426292,157.8801491075641,1,0,A01
0,2014-07-02 23:29:46.293041,2014-07-02 23:36:39.293041,8,8,1.3736572278717398,3.6911791824135873,0,,
0,2014-07-02 23:52:03.949291,2014-07-02 23:58:27.949291,8,12,2.4480195073731963,7.0519938403017,0,,
0,2014-07-03 00:16:28.199291,2014-07-03 00:30:12.699291,8,13,7.070635915329569,18.149235798333574,0,,
0,2014-07-03 02:18:18.277522,2014-07-03 02:38:45.277522,44,42,20.489863849498388,38.63909964783196,0,,
0,2014-07-03 03:18:03.277522,2014-07-03 03:25:02.277522,43,42,5.636128790913743,56.47529723039569,0,,
0,2014-07-03 04:01:31.277522,2014-07-03 04:08:46.277522,72,40,6.671582903365418,78.33615364663268,0,,
0,2014-07-03 04:24:39.277522,2014-07-03 04:37:33.277522,208,110,4.661831889164184,91.12158438982875,0,,
0,2014-07-03 05:35:33.277522,2014-07-03 06:08:17.277522,220,190,24.502245149087305,135.01829984883193,0,,
0,2014-07-03 06:37:17.277522,2014-07-03 06:52:57.277522,55,20,12.71571532702271,160.57387811830026,0,,
0,2014-07-03 07:28:48.277522,2014-07-03 07:39:23.277522,11,17,5.851522183312183,173.37339849292792,0,,
0,2014-07-03 08:31:23.277522,2014-07-03 08:36:54.777522,20,71,5.092358465984049,194.79071194771825,1,2,N04
0,2014-07-03 10:20:06.527522,2014-07-03 10:35:23.027522,92,3,8.969368717469804,10.43456594065611,0,,
0,2014-07-03 11:09:01.027522,2014-07-03 11:20:05.027522,19,37,5.4742232026084015,24.59316269004249,0,,
0,2014-07-03 11:33:54.527522,2014-07-03 11:46:41.527522,23,43,3.0419944456759214,29.222816152881183,0,,
0,2014-07-03 12:00:48.527522,2014-07-03 12:13:53.527522,23,36,3.3325071767430106,36.36212485634074,0,,
0,2014-07-03 12:31:23.527522,2014-07-03 12:41:09.527522,96,57,2.34233023813702,42.595984987199245,1,7,C01
0,2014-07-03 16:35:01.527522,2014-07-03 16:46:37.527522,14,64,6.0515270958125305,40.668360030362294,0,,
0,2014-07-03 17:02:49.527522,2014-07-03 17:09:51.527522,92,20,4.190794041259274,47.48119446115698,0,,
0,2014-07-03 17:44:47.527522,2014-07-03 18:02:10.527522,165,32,7.775814939625742,71.25317827193172,0,,
0,2014-07-03 18:26:34.527522,2014-07-03 18:36:16.527522,75,59,2.6696306914195542,79.18162225899546,0,,
0,2014-07-03 18:57:26.527522,2014-07-03 19:13:32.527522,68,171,2.5558741578547863,82.60115480979995,0,,
0,2014-07-03 19:43:30.527522,2014-07-03 20:02:14.527522,45,27,13.87440570382946,99.07965043449445,0,,
0,2014-07-03 20:35:55.527522,2014-07-03 20:39:51.527522,103,25,2.0152398954279573,108.1617268629536,0,,
0,2014-07-03 20:57:01.927522,2014-07-03 21:03:35.427522,40,27,2.857873808999745,113.29564392624219,0,,
0,2014-07-03 21:24:31.927522,2014-07-03 21:34:48.527522,1,22,2.508806288877889,119.32810594624063,1,0,A01
0,2014-07-03 23:19:28.627522,2014-07-03 23:26:00.838048,8,3,2.313946598220214,4.631468552762062,0,,
0,2014-07-04 00:01:48.338048,2014-07-04 00:08:14.838048,1,83,3.376577100838837,14.93100566079065,0,,
0,2014-07-04 02:37:03.838048,2014-07-04 02:43:21.088048,22,68,1.7671227286477067,34.588427825680284,0,,
0,2014-07-04 04:38:58.128612,2014-07-04 04:46:42.128612,85,108,1.7587209558787869,36.34714878155907,0,,
0,2014-07-04 04:52:05.128612,2014-07-04 04:53:13.128612,137,108,1.3583507927842036,39.236670944591964,0,,
